,journalName,journalId,doi,title,pubDay,pubMonth,pubYear,codeLink,codeText,pubDate
0,Scientific Data,41597,10.1038/s41597-023-02891-9,"Occupant behavior, thermal environment, and appliance electricity use of a single-family apartment in China",11,1,2024,,"All data visualizations in this paper were created using Python and its publicly available libraries, including Pandas, NumPy, Matplotlib, Seaborn, and Missingno. A coding guide has been compiled in a Jupyter notebook and is provided along with the dataset in the Figshare repository.",2024-01-11
0,Scientific Data,41597,10.1038/s41597-024-03055-z,High-resolution land use/cover forecasts for Switzerland in the 21st century,23,2,2024,https://doi.org/10.16904/envidat.458,"Code used to produce the LULC forecasts is available on our EnviDat repository (). The script is based on input data which are not included as they are not freely available, therefore it will not run as it is. These input data and their sources are listed in Supplementary Table ; access to them can be requested to their owners. Alternatively, the code can be modified to run on other data.",2024-02-23
0,Scientific Data,41597,10.1038/s41597-024-03027-3,AndroDex: Android Dex Images of Obfuscated Malware,16,2,2024,,"[{'italic': 'AndroDex', '#text': 'The dataset  is publicly available and can be accessed via the following links:'}, {'sup': [{'xref': {'@ref-type': 'bibr', '@rid': 'CR18', '#text': '18'}}, {'xref': {'@ref-type': 'bibr', '@rid': 'CR17', '#text': '17'}}], 'ext-link': [{'@xlink:href': '10.6084/m9.figshare.23931477.v1', '@ext-link-type': 'doi', '#text': 'https://doi.org/10.6084/m9.figshare.23931477.v1'}, {'@xlink:href': '10.6084/m9.figshare.23931204.v1', '@ext-link-type': 'doi', '#text': 'https://doi.org/10.6084/m9.figshare.23931204.v1'}], '#text': 'Binaries of all files along with the code to convert images of any size are available at: , whereas images converted are available at.'}, {'italic': 'androdex', '#text': 'All the files are password protected to make sure that none of the files were deleted by server and the password is .'}, {'italic': ['AVPass obfuscation technique', 'Obfuscapk technique'], 'ext-link': [{'@xlink:href': 'https://github.com/sslab-gatech/avpass', '@ext-link-type': 'uri', '#text': 'https://github.com/sslab-gatech/avpass'}, {'@xlink:href': 'https://github.com/ClaudiuGeorgiu/Obfuscapk', '@ext-link-type': 'uri', '#text': 'https://github.com/ClaudiuGeorgiu/Obfuscapk'}], '#text': 'The  that applied is available at () whereas  is available at ().'}]",2024-02-16
0,Scientific Data,41597,10.1038/s41597-024-02913-0,A 31-year (1990–2020) global gridded population dataset generated by cluster analysis and statistical learning,24,1,2024,https://github.com/lulingliu/GlobPOP,The fully reproducible codes are publicly available at GitHub ().,2024-01-24
0,Scientific Data,41597,10.1038/s41597-024-02971-4,City-level building operation and end-use carbon emissions dataset from China for 2015–2020,26,1,2024,,All emission calculations involved in the method chapter are completed in Excel.,2024-01-26
0,Scientific Data,41597,10.1038/s41597-024-03086-6,Leuven-Haifa High-Resolution Fundus Image Dataset for Retinal Blood Vessel Segmentation and Glaucoma Diagnosis,29,2,2024,https://pvbm.readthedocs.io/en/latest/,"We provide the  code used to extract the microvascular biomarkers within the RDR repository as a notebook file. The PVBM toolbox code is also available via . For reproducibility and convenience in case any user wants to customize the extraction, all the .py files and a  file are available.",2024-02-29
0,Scientific Data,41597,10.1038/s41597-024-02914-z,Benchmark for welding gun fault prediction with multivariate time series data,18,1,2024,,Step-by-step guidance and the source code for machine learning benchmarks can be found on Zenodo.,2024-01-18
0,Scientific Data,41597,10.1038/s41597-024-02943-8,Dataset of human-single neuron activity during a Sternberg working memory task,18,1,2024,https://github.com/rutishauserlab/workingmem-release-NWB,All code associated with this project is available as open source. The code is available on GitHub (). MATLAB scripts are included in this repository to reproduce all figures shown and to illustrate how to use the data.,2024-01-18
0,Scientific Data,41597,10.1038/s41597-024-02972-3,Extended-wavelength diffuse reflectance spectroscopy dataset of animal tissues for bone-related biomedical applications,26,1,2024,,"[{'ext-link': {'@xlink:href': 'https://github.com/Biophotonics-Tyndall/PUB-DataDescriptorCode.git', '@ext-link-type': 'uri', '#text': 'https://github.com/Biophotonics-Tyndall/PUB-DataDescriptorCode.git'}, '#text': 'Example codes are publicly available in a Github repository at: .'}, 'The repository contains one MATLAB script (DRS_cal_proc_example.m) demonstrating DRS data processing and systematic artifact correction, one Python function (calibDRS.py) for SNV transformation, and three MATLAB functions to namely calculate area-under-curve (AUC_DRS_fnc.m), splice two spectra via spline interpolation (DRS_splice_fnc.m) and calculate SNV transformation (snv_DRS_fnc.m) for DRS data.']",2024-01-26
0,Scientific Data,41597,10.1038/s41597-023-02865-x,Nearshore wave buoy data from southeastern Australia for coastal research and management,12,2,2024,,"All data preparation, processing and analysis, and the generation of plots and data tables were carried out using MATLAB. The code used to process buoy data from displacements to the wave parameter time series data presented here is provided with the data packages on the SEED portal in html format and can be viewed as they appear in MATLAB by anyone without access to that proprietary software.",2024-02-12
0,Scientific Data,41597,10.1038/s41597-023-02780-1,Remotely sensed above-ground storage tank dataset for object detection and infrastructure assessment,12,1,2024,https://github.com/celinerobi/ast-data-pipeline,The raw aerial imagery and annotation tools used in this study are publicly accessible. The source code developed by the authors to process the imagery and develop the tank inventory dataset are available on GitHub ().,2024-01-12
0,Scientific Data,41597,10.1038/s41597-024-03029-1,"Multimodal single-neuron, intracranial EEG, and fMRI brain responses during movie watching in human patients",16,2,2024,https://github.com/rutishauserlab/bmovie-release-NWB-BIDS; https://github.com/mvdoc/budapest-fmri-data,"All code is available in the GitHub repository (). The python code includes scripts to read and plot the data from the NWB files and perform the analyses presented in this data descriptor. The code relies heavily on open-source Python packages such as numpy, scipy, pynwb, mne-python, nilearn, and pycortex. The movie annotation files are also provided in the GitHub repository under ‘assets/annotations’ folder. The scripts related to the estimation of tSNR and ISC were adapted from the code provided in the GitHub repository associated with the budapest-fmri-data study (see: ).",2024-02-16
0,Scientific Data,41597,10.1038/s41597-024-03058-w,Harmonized diffusion MRI data and white matter measures from the Adolescent Brain Cognitive Development Study,27,2,2024,,"['The open-access dMRI data processing software used in this study can be accessed on GitHub. The repositories contain the processing pipeline and scripts used for harmonizing and processing the dMRI data, as well as for performing whole brain tractography and white matter parcellation. Researchers and clinicians interested in utilizing these tools for their own research or clinical applications can easily download and customize the software to fit their specific needs.', 'Additionally, the GitHub repositories include detailed documentation on how to use the software, as well as examples of how to run the scripts on sample data. The repositories also provide information on the dependencies required to run the software, ensuring that researchers have access to all the necessary tools to use the software effectively.', 'By making the dMRI data processing software openly accessible on GitHub, we hope to encourage further research and clinical applications of the software and facilitate collaboration across the scientific community. Please refer to the following GitHub links for each of the specific dMRI data processing software:', 'a) Convolutional neural network dMRI brain segmentation', {'ext-link': {'@xlink:href': 'https://github.com/pnlbwh/CNN-Diffusion-MRIBrain-Segmentation', '@ext-link-type': 'uri', '#text': 'https://github.com/pnlbwh/CNN-Diffusion-MRIBrain-Segmentation'}, '#text': 'b)'}, {'ext-link': [{'@xlink:href': 'https://github.com/pnlbwh/dMRIharmonization', '@ext-link-type': 'uri', '#text': 'https://github.com/pnlbwh/dMRIharmonization'}, {'@xlink:href': 'https://github.com/pnlbwh/multi-shell-dMRIharmonization', '@ext-link-type': 'uri', '#text': 'https://github.com/pnlbwh/multi-shell-dMRIharmonization'}], '#text': 'c) DMRI data harmonization: , in this study we used the multi-shell version of this script:'}, {'ext-link': {'@xlink:href': 'https://github.com/pnlbwh/ukftractography', '@ext-link-type': 'uri', '#text': 'https://github.com/pnlbwh/ukftractography'}, '#text': 'd) UKF two tensor whole brain tractography:'}, {'ext-link': {'@xlink:href': 'https://github.com/SlicerDMRI/whitematteranalysis', '@ext-link-type': 'uri', '#text': 'https://github.com/SlicerDMRI/whitematteranalysis'}, '#text': 'e) White Matter Analysis:'}, {'ext-link': {'@xlink:href': 'http://dmri.slicer.org', '@ext-link-type': 'uri', '#text': 'http://dmri.slicer.org'}, '#text': 'f) SlicerDMRI:'}]",2024-02-27
0,Scientific Data,41597,10.1038/s41597-024-03000-0,The Dresden in vivo OCT dataset for automatic middle ear segmentation,26,2,2024,https://gitlab.com/nct_tso_public/diome,"Scripts for segmentation merging and visualization, statistics calculation and fan-shape correction are publicly available at . All the scripts are written in Python 3.11 and are public under the MIT license.",2024-02-26
0,Scientific Data,41597,10.1038/s41597-023-02895-5,Development of Groundwater Levels Dataset for Chile since 1970,5,2,2024,https://osf.io/swdg9,The code to process the DTW records is archived at the OSF repository:,2024-02-05
0,Scientific Data,41597,10.1038/s41597-024-02945-6,Manually annotated and curated Dataset of diverse Weed Species in Maize and Sorghum for Computer Vision,23,1,2024,https://github.com/grimmlab/MFWD,The code to download the dataset is publicly available for download on GitHub: .,2024-01-23
0,Scientific Data,41597,10.1038/s41597-024-02974-1,Marine picoplankton metagenomes and MAGs from eleven vertical profiles obtained by the Malaspina Expedition,1,2,2024,,"[{'ext-link': {'@xlink:href': 'https://gitlab.com/malaspina-public/picoplankton-vertical-profiles', '@ext-link-type': 'uri', '#text': 'https://gitlab.com/malaspina-public/picoplankton-vertical-profiles'}, '#text': 'All the software used to process the data set presented here is publicly available and distributed by their developers. All versions have been specified in the main text, along with the options used when departing from defaults. Custom scripts used in intermediate or summarizing steps are available at .'}, {'ext-link': {'@xlink:href': 'https://github.com/felipehcoutinho/QueroBins', '@ext-link-type': 'uri', '#text': 'https://github.com/felipehcoutinho/QueroBins'}, '#text': 'Code for bin decontamination step can be found at .'}]",2024-02-01
0,Scientific Data,41597,10.1038/s41597-023-02896-4,Wind and structural loads data measured on parabolic trough solar collectors at an operational power plant,19,1,2024,https://github.com/NREL/NSO_processing_scripts,"The Python processing routines for the met masts, lidar and loads data are publicly available at .",2024-01-19
0,Scientific Data,41597,10.1038/s41597-024-03089-3,A city-level dataset of heavy metal emissions into the atmosphere across China from 2015–2020,29,2,2024,https://github.com/Olivia-2012/HMEAs_DataSet,"Data processing was performed in Python 3.10, and data used for the computation of HMEAs at city level are available can be accessed at Github repository located at . We implemented the procedure described in the Methods section.",2024-02-29
0,Scientific Data,41597,10.1038/s41597-024-02975-0,A clinical microscopy dataset to develop a deep learning diagnostic test for urinary tract infection,1,2,2024,https://github.com/casus/UMOD,All code is available from  under MIT open source licence.,2024-02-01
0,Scientific Data,41597,10.1038/s41597-023-02897-3,A database of thermally activated delayed fluorescent molecules auto-generated from scientific literature with ChemDataExtractor,17,1,2024,https://github.com/Dingyun-Huang/chemdataextractorTADF,The code used to generate the databases in this work can be found at . The repository contains ChemDataExtractor v2.1 which has been modified for text-mining TADF properties; iPython notebooks that demonstrate an example data-extraction pipeline and data-cleaning and post-processing are also provided.,2024-01-17
0,Scientific Data,41597,10.1038/s41597-024-03031-7,The Allen Ancient DNA Resource (AADR) a curated compendium of ancient human genomes,10,2,2024,https://github.com/DReichLab/adna-workflow,"The pipeline used for processing raw data generated within the Reich lab is available in the ‘Workflow Description Language’ (WDL) here: , and includes individual python scripts for components of the pipeline.",2024-02-10
0,Scientific Data,41597,10.1038/s41597-024-03117-2,NuInsSeg: A fully annotated dataset for nuclei instance segmentation in H&E-stained histological images,14,3,2024,https://www.kaggle.com/datasets/ipateam/nuinsseg; https://github.com/masih4/NuInsSeg,"The dataset and required code to generate the dataset are publicly available on Zenodo, Kaggle (), and GitHub (), respectively.",2024-03-14
0,Scientific Data,41597,10.1038/s41597-024-03146-x,The extrachromosomal circular DNA atlas of aged and young mouse brains,27,3,2024,https://github.com/XiaoningHong/MouseBrain_ScientificData,The codes used to analyze the data in this study are available in the GitHub repository at the following URL: ().,2024-03-27
0,Scientific Data,41597,10.1038/s41597-024-02918-9,RailFOD23: A dataset for foreign object detection on railroad transmission lines,16,1,2024,https://github.com/CV-Altrai2023/RailFOD23,We released and shared the code for our data synthesis().,2024-01-16
0,Scientific Data,41597,10.1038/s41597-024-02976-z,miR-Blood – a small RNA atlas of human blood components,2,2,2024,https://github.com/gitHBDX/mirblood-code,"The code used for data pre-processing has been deposited on . The following software versions were used: unitas v1.7.7, SeqMap v1.0.13, SPORTS v1.1, Bowtie v1.3, SCANPY v1.8.2, Python v3.10.6, Plotly v5.10.0, Plotly Express v0.4.1, SciPy v1.9.1, Seaborn v0.12.2, and UpSetPlot v0.8.0.",2024-02-02
